Nrun,Variant,Input,Score,Nregions,EvaluatedRegions,EvaluatedCombinations,Totaltime,SuggestedRegions,SuggestedDuration,SuggestedBudget
6,3,2,13.0,2,11,71,100.81,Iraq and Kuwait; Saudi-Arabia,Iraq and Kuwait; Saudi-Arabia-2.0; 2.0,Iraq and Kuwait; Saudi-Arabia-420.0; 560.0
6,3,2,13.0,2,11,71,100.81,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
6,3,2,13.0,2,11,71,100.81,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
6,3,2,13.0,2,11,71,100.81,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
6,3,2,13.0,2,11,71,100.81,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
7,3,2,13.0,2,12,71,79.86,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
7,3,2,13.0,2,12,71,79.86,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
7,3,2,13.0,2,12,71,79.86,Saudi-Arabia; Iraq and Kuwait,Saudi-Arabia; Iraq and Kuwait-2.0; 2.0,Saudi-Arabia; Iraq and Kuwait-560.0; 420.0
7,3,2,13.0,2,12,71,79.86,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
7,3,2,13.0,2,12,71,79.86,Saudi-Arabia; Iraq and Kuwait,Saudi-Arabia; Iraq and Kuwait-2.0; 2.0,Saudi-Arabia; Iraq and Kuwait-560.0; 420.0
7,3,2,13.0,2,12,71,79.86,Saudi-Arabia; Iraq and Kuwait,Saudi-Arabia; Iraq and Kuwait-2.0; 2.0,Saudi-Arabia; Iraq and Kuwait-560.0; 420.0
3,3,3,10.0,1,5,22,240.52,Greenland,Greenland-1.0,Greenland-975.0
3,3,3,10.0,1,5,22,240.52,Greenland,Greenland-1.0,Greenland-975.0
3,3,3,10.0,1,5,22,240.52,Greenland,Greenland-1.0,Greenland-975.0
3,3,3,10.0,1,5,22,240.52,Greenland,Greenland-1.0,Greenland-975.0
4,3,3,10.0,1,5,24,249.2,Greenland,Greenland-1.0,Greenland-975.0
4,3,3,10.0,1,5,24,249.2,Greenland,Greenland-1.0,Greenland-975.0
4,3,3,10.0,1,5,24,249.2,Greenland,Greenland-1.0,Greenland-975.0
4,3,3,10.0,1,5,24,249.2,Greenland,Greenland-1.0,Greenland-975.0
5,3,3,10.0,1,5,23,219.23,Greenland,Greenland-1.0,Greenland-975.0
5,3,3,10.0,1,5,23,219.23,Greenland,Greenland-1.0,Greenland-975.0
5,3,3,10.0,1,5,23,219.23,Greenland,Greenland-1.0,Greenland-975.0
5,3,3,10.0,1,5,23,219.23,Greenland,Greenland-1.0,Greenland-975.0
6,3,3,10.0,1,5,25,312.6,Greenland,Greenland-1.0,Greenland-975.0
6,3,3,10.0,1,5,25,312.6,Greenland,Greenland-1.0,Greenland-975.0
6,3,3,10.0,1,5,25,312.6,Greenland,Greenland-1.0,Greenland-975.0
6,3,3,10.0,1,5,25,312.6,Greenland,Greenland-1.0,Greenland-975.0
7,3,3,10.0,1,5,25,390.08,Greenland,Greenland-1.0,Greenland-975.0
7,3,3,10.0,1,5,25,390.08,Greenland,Greenland-1.0,Greenland-975.0
7,3,3,10.0,1,5,25,390.08,Greenland,Greenland-1.0,Greenland-975.0
7,3,3,10.0,1,5,25,390.08,Greenland,Greenland-1.0,Greenland-975.0
3,5,1,33.0,2,45,165,118.19,Indonesia; Bali and Lombok,Indonesia; Bali and Lombok-2.0; 1.0,Indonesia; Bali and Lombok-400.0; 0.0
3,5,1,28.0,2,45,165,118.19,Slovenia and Croatia; Austria,Slovenia and Croatia; Austria-1.0; 1.0,Slovenia and Croatia; Austria-350.0; 500.0
3,5,1,31.0,2,45,165,118.19,USA Mid-Atlantic; USA,USA Mid-Atlantic; USA-1.0; 1.0,USA Mid-Atlantic; USA-0.0; 600.0
3,5,1,18.0,1,45,165,118.19,Qatar and Bahrain,Qatar and Bahrain-1.0,Qatar and Bahrain-525.0
3,5,1,16.0,1,45,165,118.19,Mozambique and Zimbabwe,Mozambique and Zimbabwe-1.0,Mozambique and Zimbabwe-350.0
3,5,1,18.0,1,45,165,118.19,West Malaysia and Singapur,West Malaysia and Singapur-1.0,West Malaysia and Singapur-510.0
4,5,1,33.0,2,51,332,128.61,Cuba; Lesser Antilles,Cuba; Lesser Antilles-1.0; 1.0,Cuba; Lesser Antilles-350.0; 575.0
4,5,1,31.0,2,51,332,128.61,Thailand North and Laos; Myanmar,Thailand North and Laos; Myanmar-1.0; 2.0,Thailand North and Laos; Myanmar-360.0; 450.0
4,5,1,45.0,3,51,332,128.61,Brazil South; Brazil; Brazil Northeast,Brazil South; Brazil; Brazil Northeast-1.0; 1.0; 1.0,Brazil South; Brazil; Brazil Northeast-0.0; 625.0; 0.0
4,5,1,34.0,2,51,332,128.61,Egypt; East Africa,Egypt; East Africa-1.0; 2.0,Egypt; East Africa-415.0; 350.0
4,5,1,33.0,2,51,332,128.61,Cuba; Lesser Antilles,Cuba; Lesser Antilles-1.0; 1.0,Cuba; Lesser Antilles-350.0; 575.0
4,5,1,42.0,3,51,332,128.61,Canada Prairies; Canada; Canada British Columbia,Canada Prairies; Canada; Canada British Columbia-1.0; 1.0; 1.0,Canada Prairies; Canada; Canada British Columbia-0.0; 725.0; 0.0
4,5,1,30.0,2,51,332,128.61,Morocco; Libya,Morocco; Libya-1.0; 1.0,Morocco; Libya-390.0; 500.0
5,5,1,20.0,1,48,238,149.88,Lesser Antilles,Lesser Antilles-1.0,Lesser Antilles-575.0
5,5,1,32.0,2,48,238,149.88,USA Midwest; USA,USA Midwest; USA-1.0; 1.0,USA Midwest; USA-0.0; 600.0
5,5,1,28.0,2,48,238,149.88,Colombia; Paraguay,Colombia; Paraguay-2.0; 1.0,Colombia; Paraguay-350.0; 400.0
5,5,1,28.0,2,48,238,149.88,Colombia; Paraguay,Colombia; Paraguay-2.0; 1.0,Colombia; Paraguay-350.0; 400.0
5,5,1,18.0,1,48,238,149.88,Polynesia,Polynesia-1.0,Polynesia-800.0
5,5,1,22.0,2,48,238,149.88,Zambia and Malawi; Namibia,Zambia and Malawi; Namibia-1.0; 1.0,Zambia and Malawi; Namibia-450.0; 385.0
5,5,1,19.0,1,48,238,149.88,Egypt,Egypt-1.0,Egypt-415.0
5,5,1,33.0,2,48,238,149.88,Vietnam and Cambodia; West Malaysia and Singapur,Vietnam and Cambodia; West Malaysia and Singapur-1.0; 1.0,Vietnam and Cambodia; West Malaysia and Singapur-375.0; 510.0
5,5,1,18.0,1,48,238,149.88,West Malaysia and Singapur,West Malaysia and Singapur-1.0,West Malaysia and Singapur-510.0
6,5,1,34.0,2,45,221,118.53,Qatar and Bahrain; Israel,Qatar and Bahrain; Israel-1.0; 1.0,Qatar and Bahrain; Israel-525.0; 420.0
6,5,1,30.0,2,45,221,118.53,Greater Antilles without Cuba; Cuba,Greater Antilles without Cuba; Cuba-1.0; 1.0,Greater Antilles without Cuba; Cuba-575.0; 350.0
6,5,1,31.0,2,45,221,118.53,USA Alaska; USA California,USA Alaska; USA California-1.0; 1.0,USA Alaska; USA California-975.0; 0.0
6,5,1,33.0,2,45,221,118.53,West Africa; Egypt,West Africa; Egypt-1.0; 1.0,West Africa; Egypt-500.0; 415.0
6,5,1,18.0,1,45,221,118.53,West Malaysia and Singapur,West Malaysia and Singapur-1.0,West Malaysia and Singapur-510.0
6,5,1,36.0,2,45,221,118.53,USA; USA California,USA; USA California-1.0; 1.0,USA; USA California-600.0; 0.0
7,5,1,52.0,3,39,160,142.32,USA Hawaii; USA Midwest; USA,USA Hawaii; USA Midwest; USA-1.0; 1.0; 1.0,USA Hawaii; USA Midwest; USA-0.0; 0.0; 600.0
7,5,1,28.0,2,39,160,142.32,Nepal; Sri Lanka,Nepal; Sri Lanka-1.0; 1.0,Nepal; Sri Lanka-0.0; 360.0
7,5,1,31.0,2,39,160,142.32,Colombia; Venezuela,Colombia; Venezuela-2.0; 1.0,Colombia; Venezuela-350.0; 390.0
7,5,1,36.0,2,39,160,142.32,Mexico Baja California; Mexico Yucatan,Mexico Baja California; Mexico Yucatan-2.0; 1.0,Mexico Baja California; Mexico Yucatan-0.0; 415.0
7,5,1,19.0,1,39,160,142.32,Comoros  Mayotte  Mauritius  Reunion,Comoros  Mayotte  Mauritius  Reunion-1.0,Comoros  Mayotte  Mauritius  Reunion-525.0
3,5,2,12.0,1,44,241,86.67,Switzerland and Liechtenstein,Switzerland and Liechtenstein-1.0,Switzerland and Liechtenstein-750.0
3,5,2,22.0,2,44,241,86.67,Venezuela; Bolivia,Venezuela; Bolivia-1.0; 1.0,Venezuela; Bolivia-390.0; 310.0
3,5,2,21.0,2,44,241,86.67,Venezuela; Colombia,Venezuela; Colombia-1.0; 2.0,Venezuela; Colombia-390.0; 350.0
3,5,2,21.0,2,44,241,86.67,Vietnam and Cambodia; Thailand South,Vietnam and Cambodia; Thailand South-1.0; 1.0,Vietnam and Cambodia; Thailand South-375.0; 375.0
3,5,2,27.0,3,44,241,86.67,Taiwan; Mongolia; North Korea,Taiwan; Mongolia; North Korea-1.0; 2.0; 1.0,Taiwan; Mongolia; North Korea-510.0; 350.0; 0.0
3,5,2,23.0,2,44,241,86.67,Colombia; Bolivia,Colombia; Bolivia-2.0; 1.0,Colombia; Bolivia-350.0; 310.0
3,5,2,21.0,2,44,241,86.67,Madagascar; Botswana,Madagascar; Botswana-2.0; 1.0,Madagascar; Botswana-350.0; 560.0
3,5,2,13.0,1,44,241,86.67,Bhutan,Bhutan-1.0,Bhutan-250.0
4,5,2,27.0,3,52,287,120.33,Japan; China; North Korea,Japan; China; North Korea-1.0; 1.0; 1.0,Japan; China; North Korea-560.0; 0.0; 0.0
4,5,2,21.0,2,52,287,120.33,Comoros  Mayotte  Mauritius  Reunion; Mozambique and Zimbabwe,Comoros  Mayotte  Mauritius  Reunion; Mozambique and Zimbabwe-1.0; 1.0,Comoros  Mayotte  Mauritius  Reunion; Mozambique and Zimbabwe-525.0; 350.0
4,5,2,22.0,2,52,287,120.33,Comoros  Mayotte  Mauritius  Reunion; Zambia and Malawi,Comoros  Mayotte  Mauritius  Reunion; Zambia and Malawi-1.0; 1.0,Comoros  Mayotte  Mauritius  Reunion; Zambia and Malawi-525.0; 450.0
4,5,2,21.0,2,52,287,120.33,Madagascar; Comoros  Mayotte  Mauritius  Reunion,Madagascar; Comoros  Mayotte  Mauritius  Reunion-2.0; 1.0,Madagascar; Comoros  Mayotte  Mauritius  Reunion-350.0; 525.0
4,5,2,13.0,1,52,287,120.33,Bhutan,Bhutan-1.0,Bhutan-250.0
4,5,2,27.0,3,52,287,120.33,Taiwan; China; North Korea,Taiwan; China; North Korea-1.0; 1.0; 1.0,Taiwan; China; North Korea-510.0; 0.0; 0.0
4,5,2,21.0,2,52,287,120.33,Zambia and Malawi; Mozambique and Zimbabwe,Zambia and Malawi; Mozambique and Zimbabwe-1.0; 1.0,Zambia and Malawi; Mozambique and Zimbabwe-450.0; 350.0
4,5,2,20.0,2,52,287,120.33,Madagascar; Mozambique and Zimbabwe,Madagascar; Mozambique and Zimbabwe-2.0; 1.0,Madagascar; Mozambique and Zimbabwe-350.0; 350.0
4,5,2,21.0,2,52,287,120.33,Indonesia; Sumatra and Java,Indonesia; Sumatra and Java-2.0; 1.0,Indonesia; Sumatra and Java-400.0; 0.0
5,5,2,12.0,1,55,287,109.16,Thailand North and Laos,Thailand North and Laos-1.0,Thailand North and Laos-360.0
5,5,2,32.0,3,55,287,109.16,USA California; USA Mid-Atlantic; USA Alaska,USA California; USA Mid-Atlantic; USA Alaska-1.0; 1.0; 1.0,USA California; USA Mid-Atlantic; USA Alaska-0.0; 0.0; 975.0
5,5,2,18.0,2,55,287,109.16,Mexico; USA,Mexico; USA-1.0; 1.0,Mexico; USA-375.0; 600.0
5,5,2,19.0,2,55,287,109.16,Mexico Yucatan; Mexico,Mexico Yucatan; Mexico-1.0; 1.0,Mexico Yucatan; Mexico-415.0; 375.0
5,5,2,19.0,2,55,287,109.16,Chile North and Central; Paraguay,Chile North and Central; Paraguay-2.0; 1.0,Chile North and Central; Paraguay-400.0; 400.0
5,5,2,22.0,2,55,287,109.16,Chile North and Central; Ecuador,Chile North and Central; Ecuador-2.0; 1.0,Chile North and Central; Ecuador-400.0; 350.0
5,5,2,12.0,1,55,287,109.16,Japan,Japan-1.0,Japan-560.0
6,5,2,13.0,1,49,208,148.08,Bhutan,Bhutan-1.0,Bhutan-250.0
6,5,2,23.0,2,49,208,148.08,South Africa; Namibia,South Africa; Namibia-1.0; 1.0,South Africa; Namibia-385.0; 385.0
6,5,2,23.0,2,49,208,148.08,South Africa; Namibia,South Africa; Namibia-1.0; 1.0,South Africa; Namibia-385.0; 385.0
6,5,2,23.0,2,49,208,148.08,Colombia; Bolivia,Colombia; Bolivia-2.0; 1.0,Colombia; Bolivia-350.0; 310.0
6,5,2,26.0,2,49,208,148.08,Bolivia; Peru,Bolivia; Peru-1.0; 2.0,Bolivia; Peru-310.0; 350.0
6,5,2,22.0,2,49,208,148.08,Honduras and El Salvador; Costa Rica,Honduras and El Salvador; Costa Rica-1.0; 1.0,Honduras and El Salvador; Costa Rica-250.0; 400.0
7,5,2,32.0,3,40,199,102.7,Nepal; Pakistan; India,Nepal; Pakistan; India-1.0; 1.0; 1.0,Nepal; Pakistan; India-0.0; 400.0; 350.0
7,5,2,45.0,4,40,199,102.7,USA South; USA New England; USA Pacific Northwest; USA Alaska,USA South; USA New England; USA Pacific Northwest; USA Alaska-1.0; 1.0; 1.0; 1.0,USA South; USA New England; USA Pacific Northwest; USA Alaska-0.0; 0.0; 0.0; 975.0
7,5,2,18.0,2,40,199,102.7,Taiwan; North Korea,Taiwan; North Korea-1.0; 1.0,Taiwan; North Korea-510.0; 0.0
7,5,2,22.0,2,40,199,102.7,Madagascar; South Africa,Madagascar; South Africa-2.0; 1.0,Madagascar; South Africa-350.0; 385.0
3,5,3,34.0,2,46,179,166.54,West Malaysia and Singapur; Thailand South,West Malaysia and Singapur; Thailand South-1.0; 1.0,West Malaysia and Singapur; Thailand South-510.0; 375.0
3,5,3,34.0,2,46,179,166.54,Thailand South; West Malaysia and Singapur,Thailand South; West Malaysia and Singapur-1.0; 1.0,Thailand South; West Malaysia and Singapur-375.0; 510.0
3,5,3,25.0,2,46,179,166.54,Maldives; Pakistan,Maldives; Pakistan-1.0; 1.0,Maldives; Pakistan-0.0; 400.0
3,5,3,34.0,2,46,179,166.54,West Malaysia and Singapur; Thailand South,West Malaysia and Singapur; Thailand South-1.0; 1.0,West Malaysia and Singapur; Thailand South-510.0; 375.0
3,5,3,30.0,2,46,179,166.54,Taiwan; North Korea,Taiwan; North Korea-1.0; 1.0,Taiwan; North Korea-510.0; 0.0
3,5,3,36.0,2,46,179,166.54,USA Mid-Atlantic; USA,USA Mid-Atlantic; USA-1.0; 1.0,USA Mid-Atlantic; USA-0.0; 600.0
4,5,3,19.0,1,49,272,137.94,United Arab Emirates,United Arab Emirates-1.0,United Arab Emirates-525.0
4,5,3,34.0,2,49,272,137.94,Indonesia; Thailand North and Laos,Indonesia; Thailand North and Laos-2.0; 1.0,Indonesia; Thailand North and Laos-400.0; 360.0
4,5,3,34.0,2,49,272,137.94,Indonesia; Thailand North and Laos,Indonesia; Thailand North and Laos-2.0; 1.0,Indonesia; Thailand North and Laos-400.0; 360.0
4,5,3,33.0,2,49,272,137.94,Vietnam and Cambodia; Thailand North and Laos,Vietnam and Cambodia; Thailand North and Laos-1.0; 1.0,Vietnam and Cambodia; Thailand North and Laos-375.0; 360.0
4,5,3,37.0,2,49,272,137.94,Japan; China,Japan; China-1.0; 1.0,Japan; China-560.0; 0.0
4,5,3,20.0,2,49,272,137.94,USA Southwest; USA Alaska,USA Southwest; USA Alaska-1.0; 1.0,USA Southwest; USA Alaska-0.0; 975.0
4,5,3,34.0,2,49,272,137.94,Indonesia; Thailand North and Laos,Indonesia; Thailand North and Laos-2.0; 1.0,Indonesia; Thailand North and Laos-400.0; 360.0
5,5,3,53.0,3,39,251,179.33,USA Mid-Atlantic; USA New England; USA,USA Mid-Atlantic; USA New England; USA-1.0; 1.0; 1.0,USA Mid-Atlantic; USA New England; USA-0.0; 0.0; 600.0
5,5,3,33.0,2,39,251,179.33,Eastern Europe; North Europe,Eastern Europe; North Europe-1.0; 1.0,Eastern Europe; North Europe-350.0; 0.0
5,5,3,33.0,2,39,251,179.33,Morocco; Libya,Morocco; Libya-1.0; 1.0,Morocco; Libya-390.0; 500.0
5,5,3,21.0,1,39,251,179.33,Japan,Japan-1.0,Japan-560.0
5,5,3,33.0,2,39,251,179.33,Benelux; Slovenia and Croatia,Benelux; Slovenia and Croatia-1.0; 1.0,Benelux; Slovenia and Croatia-420.0; 350.0
5,5,3,45.0,3,39,251,179.33,Canada Ontario; Canada; Canada Atlantic Provinces,Canada Ontario; Canada; Canada Atlantic Provinces-1.0; 1.0; 1.0,Canada Ontario; Canada; Canada Atlantic Provinces-0.0; 725.0; 0.0
5,5,3,26.0,2,39,251,179.33,Mexico Yucatan; Northern Mexico,Mexico Yucatan; Northern Mexico-1.0; 1.0,Mexico Yucatan; Northern Mexico-415.0; 0.0
5,5,3,20.0,1,39,251,179.33,Taiwan,Taiwan-1.0,Taiwan-510.0
6,5,3,36.0,2,42,180,118.32,France; Slovenia and Croatia,France; Slovenia and Croatia-1.0; 1.0,France; Slovenia and Croatia-420.0; 350.0
6,5,3,36.0,2,42,180,118.32,USA California; USA,USA California; USA-1.0; 1.0,USA California; USA-0.0; 600.0
6,5,3,32.0,2,42,180,118.32,Oman and Yemen; Israel,Oman and Yemen; Israel-1.0; 1.0,Oman and Yemen; Israel-490.0; 420.0
6,5,3,33.0,2,42,180,118.32,East Africa; Egypt,East Africa; Egypt-2.0; 1.0,East Africa; Egypt-350.0; 415.0
6,5,3,20.0,1,42,180,118.32,Morocco,Morocco-1.0,Morocco-390.0
6,5,3,33.0,2,42,180,118.32,Pacific; New Zealand,Pacific; New Zealand-1.0; 2.0,Pacific; New Zealand-0.0; 490.0
7,5,3,36.0,2,52,282,162.55,USA Midwest; USA,USA Midwest; USA-1.0; 1.0,USA Midwest; USA-0.0; 600.0
7,5,3,39.0,3,52,282,162.55,Mexico Yucatan; Northern Mexico; Mexico Pacific Coast,Mexico Yucatan; Northern Mexico; Mexico Pacific Coast-1.0; 1.0; 1.0,Mexico Yucatan; Northern Mexico; Mexico Pacific Coast-415.0; 0.0; 0.0
7,5,3,32.0,2,52,282,162.55,Uruguay; Peru,Uruguay; Peru-1.0; 2.0,Uruguay; Peru-400.0; 350.0
7,5,3,26.0,2,52,282,162.55,Borneo; Thailand South,Borneo; Thailand South-2.0; 1.0,Borneo; Thailand South-460.0; 375.0
7,5,3,36.0,2,52,282,162.55,United Arab Emirates; Israel,United Arab Emirates; Israel-1.0; 1.0,United Arab Emirates; Israel-525.0; 420.0
7,5,3,26.0,2,52,282,162.55,Mozambique and Zimbabwe; Namibia,Mozambique and Zimbabwe; Namibia-1.0; 1.0,Mozambique and Zimbabwe; Namibia-350.0; 385.0
7,5,3,30.0,2,52,282,162.55,East Asia; Russland and Caucasus,East Asia; Russland and Caucasus-1.0; 1.0,East Asia; Russland and Caucasus-450.0; 0.0
